id,school_name,qs_ranking,country_region,broad_category,specific_field,program_name,program_url,graduate_school_url,degree_type,duration,acceptance_rate,crawl_status,language_requirements,program_details,university_logo
873,University of Science and Technology of China,72,China,Business,Business,Finance,https://www.universityofscienceandtechnologyofchina.edu/programs/finance,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,1 year,60.1,成功,"English Language Requirements: TOEFL iBT: 80+, IELTS: 6.5+. Additional Testing: GRE General: 306+.","Program Overview: The Finance program at University of Science and Technology of China is a MS degree program in Business. This 1 year program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥99,851 per year. Academic Prerequisites: Bachelor's degree from accredited institution, 2-5 years work experience (MBA), GMAT/GRE scores required. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 4,850 applications annually with an acceptance rate of 60.1%, admitting around 2,914 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
874,University of Science and Technology of China,72,China,Sciences,Sciences,Mathematics,https://www.universityofscienceandtechnologyofchina.edu/programs/mathematics,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,PhD,4-6 years,23.5,成功,"English Language Requirements: TOEFL iBT: 84+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Mathematics program at University of Science and Technology of China is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥91,853 per year. Academic Prerequisites: Bachelor's degree in relevant science field, Strong mathematical background, Laboratory experience, Research experience preferred. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 3,492 applications annually with an acceptance rate of 23.5%, admitting around 820 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
875,University of Science and Technology of China,72,China,Social Sciences,Social Sciences,Anthropology,https://www.universityofscienceandtechnologyofchina.edu/programs/anthropology,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MA,1-2 years,47.7,成功,"English Language Requirements: TOEFL iBT: 87+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Anthropology program at University of Science and Technology of China is a MA degree program in Social Sciences. This 1-2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥73,020 per year. Academic Prerequisites: Liberal arts education, Strong analytical skills, Community service experience, Cultural awareness. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 2,312 applications annually with an acceptance rate of 47.7%, admitting around 1,102 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
876,University of Science and Technology of China,72,China,Social Sciences,Social Sciences,Political Science,https://www.universityofscienceandtechnologyofchina.edu/programs/political-science,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,2 years,53.6,成功,"English Language Requirements: TOEFL iBT: 82+, IELTS: 6.0+. Additional Testing: GRE General: 303+.","Program Overview: The Political Science program at University of Science and Technology of China is a MS degree program in Social Sciences. This 2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥37,835 per year. Academic Prerequisites: Bachelor's degree, Statistics and research methods, Social science background, Field experience preferred. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 2,970 applications annually with an acceptance rate of 53.6%, admitting around 1,591 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
877,University of Science and Technology of China,72,China,Social Sciences,Social Sciences,International Relations,https://www.universityofscienceandtechnologyofchina.edu/programs/international-relations,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,2 years,61.1,成功,"English Language Requirements: TOEFL iBT: 84+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The International Relations program at University of Science and Technology of China is a MS degree program in Social Sciences. This 2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥40,345 per year. Academic Prerequisites: Bachelor's degree, Statistics and research methods, Social science background, Field experience preferred. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 3,639 applications annually with an acceptance rate of 61.1%, admitting around 2,223 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
878,University of Science and Technology of China,72,China,Social Sciences,Social Sciences,Social Work,https://www.universityofscienceandtechnologyofchina.edu/programs/social-work,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,2 years,44.8,成功,"English Language Requirements: TOEFL iBT: 84+, IELTS: 6.0+. Additional Testing: GRE General: 306+.","Program Overview: The Social Work program at University of Science and Technology of China is a MS degree program in Social Sciences. This 2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥78,179 per year. Academic Prerequisites: Liberal arts education, Strong analytical skills, Community service experience, Cultural awareness. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 3,254 applications annually with an acceptance rate of 44.8%, admitting around 1,457 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
879,University of Science and Technology of China,72,China,Medicine,Medicine,Public Health,https://www.universityofscienceandtechnologyofchina.edu/programs/public-health,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MPH,1-2 years,14.2,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 6.0+. Additional Testing: Medical aptitude test required.","Program Overview: The Public Health program at University of Science and Technology of China is a MPH degree program in Medicine. This 1-2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥112,082 per year. Academic Prerequisites: Bachelor's degree, Pre-medical coursework (Biology, Chemistry, Physics, Mathematics), MCAT scores, Clinical experience. GPA Requirements: Minimum GPA: 3.5/4.0. Admission Statistics: The program receives approximately 4,411 applications annually with an acceptance rate of 14.2%, admitting around 626 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
880,University of Science and Technology of China,72,China,Medicine,Medicine,Medicine,https://www.universityofscienceandtechnologyofchina.edu/programs/medicine,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MD,4 years,16.8,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 6.0+. Additional Testing: Medical aptitude test required.","Program Overview: The Medicine program at University of Science and Technology of China is a MD degree program in Medicine. This 4 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥89,298 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 3.5/4.0. Admission Statistics: The program receives approximately 2,241 applications annually with an acceptance rate of 16.8%, admitting around 376 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
881,University of Science and Technology of China,72,China,Medicine,Medicine,Health Administration,https://www.universityofscienceandtechnologyofchina.edu/programs/health-administration,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MPH,1-2 years,18.2,成功,"English Language Requirements: TOEFL iBT: 87+, IELTS: 6.5+. Additional Testing: Medical aptitude test required.","Program Overview: The Health Administration program at University of Science and Technology of China is a MPH degree program in Medicine. This 1-2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥65,258 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 3.6/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,604 applications annually with an acceptance rate of 18.2%, admitting around 473 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
882,University of Science and Technology of China,72,China,Medicine,Medicine,Pharmacy,https://www.universityofscienceandtechnologyofchina.edu/programs/pharmacy,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,2 years,10.5,成功,"English Language Requirements: TOEFL iBT: 87+, IELTS: 6.5+. Additional Testing: Medical aptitude test required.","Program Overview: The Pharmacy program at University of Science and Technology of China is a MS degree program in Medicine. This 2 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥68,647 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 3.6/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,909 applications annually with an acceptance rate of 10.5%, admitting around 410 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
883,University of Science and Technology of China,72,China,Engineering,Engineering,Mechanical Engineering,https://www.universityofscienceandtechnologyofchina.edu/programs/mechanical-engineering,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,PhD,4-5 years,22.1,成功,"English Language Requirements: TOEFL iBT: 83+, IELTS: 6.0+. Additional Testing: GRE General: 314+, GRE Subject Test recommended.","Program Overview: The Mechanical Engineering program at University of Science and Technology of China is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥87,039 per year. Academic Prerequisites: Engineering fundamentals, Mathematics through differential equations, Computer programming skills. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 732 applications annually with an acceptance rate of 22.1%, admitting around 161 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
884,University of Science and Technology of China,72,China,Engineering,Engineering,Aerospace Engineering,https://www.universityofscienceandtechnologyofchina.edu/programs/aerospace-engineering,https://www.universityofscienceandtechnologyofchina.edu/graduate-admissions/,MS,1.5 years,63.0,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.5+. Additional Testing: GRE General: 330+, GRE Subject Test recommended.","Program Overview: The Aerospace Engineering program at University of Science and Technology of China is a MS degree program in Engineering. This 1.5 years program is offered at a world-renowned university ranked #72 globally. Tuition and Fees: ¥75,626 per year. Academic Prerequisites: Engineering fundamentals, Mathematics through differential equations, Computer programming skills. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 679 applications annually with an acceptance rate of 63.0%, admitting around 427 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Science_and_Technology_of_China_logo.png
885,University of Nottingham,73,United Kingdom,Sciences,Sciences,Psychology,https://www.universityofnottingham.edu/programs/psychology,https://www.universityofnottingham.edu/graduate-admissions/,PhD,4-6 years,16.7,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 95+. Additional Testing: GRE General: 326+.","Program Overview: The Psychology program at University of Nottingham is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £38,150 per year. Academic Prerequisites: Bachelor's degree in relevant science field, Strong mathematical background, Laboratory experience, Research experience preferred. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 3,739 applications annually with an acceptance rate of 16.7%, admitting around 624 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
886,University of Nottingham,73,United Kingdom,Sciences,Sciences,Environmental Science,https://www.universityofnottingham.edu/programs/environmental-science,https://www.universityofnottingham.edu/graduate-admissions/,PhD,4-6 years,17.6,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 88+. Additional Testing: GRE General: 311+.","Program Overview: The Environmental Science program at University of Nottingham is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £32,601 per year. Academic Prerequisites: Undergraduate degree in related field, Statistics coursework, Research methods, Scientific writing skills. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 1,176 applications annually with an acceptance rate of 17.6%, admitting around 206 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
887,University of Nottingham,73,United Kingdom,Education,Education,Special Education,https://www.universityofnottingham.edu/programs/special-education,https://www.universityofnottingham.edu/graduate-admissions/,EdD,3-4 years,66.9,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 88+. Additional Testing: No additional tests required.","Program Overview: The Special Education program at University of Nottingham is a EdD degree program in Education. This 3-4 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £36,278 per year. Academic Prerequisites: Educational background, Leadership experience, Classroom teaching experience, Professional development interest. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 3,624 applications annually with an acceptance rate of 66.9%, admitting around 2,424 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
888,University of Nottingham,73,United Kingdom,Education,Education,Education,https://www.universityofnottingham.edu/programs/education,https://www.universityofnottingham.edu/graduate-admissions/,EdD,3-4 years,60.8,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 86+. Additional Testing: No additional tests required.","Program Overview: The Education program at University of Nottingham is a EdD degree program in Education. This 3-4 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £35,422 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.0/4.0. Admission Statistics: The program receives approximately 2,144 applications annually with an acceptance rate of 60.8%, admitting around 1,303 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
889,University of Nottingham,73,United Kingdom,Education,Education,Curriculum and Instruction,https://www.universityofnottingham.edu/programs/curriculum-and-instruction,https://www.universityofnottingham.edu/graduate-admissions/,MEd,1-2 years,75.9,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 86+. Additional Testing: GRE General: 319+.","Program Overview: The Curriculum and Instruction program at University of Nottingham is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £32,563 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.0/4.0. Admission Statistics: The program receives approximately 4,069 applications annually with an acceptance rate of 75.9%, admitting around 3,088 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
890,University of Nottingham,73,United Kingdom,Education,Education,Educational Psychology,https://www.universityofnottingham.edu/programs/educational-psychology,https://www.universityofnottingham.edu/graduate-admissions/,EdD,3-4 years,53.9,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 94+. Additional Testing: No additional tests required.","Program Overview: The Educational Psychology program at University of Nottingham is a EdD degree program in Education. This 3-4 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £40,292 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 3,081 applications annually with an acceptance rate of 53.9%, admitting around 1,660 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
891,University of Nottingham,73,United Kingdom,Arts & Humanities,Arts & Humanities,Philosophy,https://www.universityofnottingham.edu/programs/philosophy,https://www.universityofnottingham.edu/graduate-admissions/,PhD,5-7 years,32.8,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 95+. Additional Testing: No additional tests required.","Program Overview: The Philosophy program at University of Nottingham is a PhD degree program in Arts & Humanities. This 5-7 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £39,929 per year. Academic Prerequisites: Undergraduate degree, Writing samples required, Creative portfolio, Workshop experience preferred. GPA Requirements: Minimum GPA: 2.9/4.0 or equivalent international grades. Admission Statistics: The program receives approximately 3,079 applications annually with an acceptance rate of 32.8%, admitting around 1,009 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
892,University of Nottingham,73,United Kingdom,Arts & Humanities,Arts & Humanities,Art History,https://www.universityofnottingham.edu/programs/art-history,https://www.universityofnottingham.edu/graduate-admissions/,PhD,5-7 years,20.7,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 88+. Additional Testing: GRE General: 320+.","Program Overview: The Art History program at University of Nottingham is a PhD degree program in Arts & Humanities. This 5-7 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £37,636 per year. Academic Prerequisites: Undergraduate degree, Writing samples required, Creative portfolio, Workshop experience preferred. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 3,189 applications annually with an acceptance rate of 20.7%, admitting around 660 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
893,University of Nottingham,73,United Kingdom,Arts & Humanities,Arts & Humanities,Creative Writing,https://www.universityofnottingham.edu/programs/creative-writing,https://www.universityofnottingham.edu/graduate-admissions/,MFA,2-3 years,46.5,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 85+. Additional Testing: No additional tests required.","Program Overview: The Creative Writing program at University of Nottingham is a MFA degree program in Arts & Humanities. This 2-3 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £30,117 per year. Academic Prerequisites: Undergraduate degree, Writing samples required, Creative portfolio, Workshop experience preferred. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 4,656 applications annually with an acceptance rate of 46.5%, admitting around 2,165 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
894,University of Nottingham,73,United Kingdom,Arts & Humanities,Arts & Humanities,Linguistics,https://www.universityofnottingham.edu/programs/linguistics,https://www.universityofnottingham.edu/graduate-admissions/,MA,1-2 years,78.5,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 93+. Additional Testing: GRE General: 310+.","Program Overview: The Linguistics program at University of Nottingham is a MA degree program in Arts & Humanities. This 1-2 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £31,716 per year. Academic Prerequisites: Bachelor's degree in relevant field, Strong writing skills, Portfolio of work, Foreign language proficiency may be required. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 4,871 applications annually with an acceptance rate of 78.5%, admitting around 3,823 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
895,University of Nottingham,73,United Kingdom,Medicine,Medicine,Health Administration,https://www.universityofnottingham.edu/programs/health-administration,https://www.universityofnottingham.edu/graduate-admissions/,PhD,4-6 years,6.8,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 95+. Additional Testing: UKCAT or BMAT may be required.","Program Overview: The Health Administration program at University of Nottingham is a PhD degree program in Medicine. This 4-6 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £47,661 per year. Academic Prerequisites: Bachelor's degree, Pre-medical coursework (Biology, Chemistry, Physics, Mathematics), MCAT scores, Clinical experience. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 2,436 applications annually with an acceptance rate of 6.8%, admitting around 165 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
896,University of Nottingham,73,United Kingdom,Medicine,Medicine,Pharmacy,https://www.universityofnottingham.edu/programs/pharmacy,https://www.universityofnottingham.edu/graduate-admissions/,MS,2 years,15.7,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 89+. Additional Testing: UKCAT or BMAT may be required.","Program Overview: The Pharmacy program at University of Nottingham is a MS degree program in Medicine. This 2 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £41,312 per year. Academic Prerequisites: Science background preferred, Statistics coursework, Healthcare experience recommended, Research experience valuable. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 2,217 applications annually with an acceptance rate of 15.7%, admitting around 348 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
897,University of Nottingham,73,United Kingdom,Law,Law,Legal Studies,https://www.universityofnottingham.edu/programs/legal-studies,https://www.universityofnottingham.edu/graduate-admissions/,MA,1-2 years,43.9,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 91+. Additional Testing: No additional tests required.","Program Overview: The Legal Studies program at University of Nottingham is a MA degree program in Law. This 1-2 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £34,133 per year. Academic Prerequisites: Law degree for LLM programs, Professional legal experience, Specific area of legal interest. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 2,338 applications annually with an acceptance rate of 43.9%, admitting around 1,026 students. Career Prospects: Graduates work in law firms, government, corporate legal departments, and public interest organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
898,University of Nottingham,73,United Kingdom,Law,Law,Juris Doctor,https://www.universityofnottingham.edu/programs/juris-doctor,https://www.universityofnottingham.edu/graduate-admissions/,JD,3 years,28.1,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 90+. Additional Testing: No additional tests required.","Program Overview: The Juris Doctor program at University of Nottingham is a JD degree program in Law. This 3 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £27,332 per year. Academic Prerequisites: Bachelor's degree in any field, LSAT scores required (US), Strong writing and analytical skills, Legal experience preferred. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 1,152 applications annually with an acceptance rate of 28.1%, admitting around 323 students. Career Prospects: Graduates work in law firms, government, corporate legal departments, and public interest organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
899,University of Nottingham,73,United Kingdom,Law,Law,Master of Laws,https://www.universityofnottingham.edu/programs/master-of-laws,https://www.universityofnottingham.edu/graduate-admissions/,JD,3 years,29.9,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 92+. Additional Testing: No additional tests required.","Program Overview: The Master of Laws program at University of Nottingham is a JD degree program in Law. This 3 years program is offered at a world-renowned university ranked #73 globally. Tuition and Fees: £37,037 per year. Academic Prerequisites: Undergraduate degree, Interest in legal studies, Writing and research skills, No legal background required. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 3,495 applications annually with an acceptance rate of 29.9%, admitting around 1,045 students. Career Prospects: Graduates work in law firms, government, corporate legal departments, and public interest organizations.",/home/ubuntu/university_logos/University_of_Nottingham_logo.png
900,Lund University,74,Sweden,Public Health,Public Health,Epidemiology,https://www.lunduniversity.edu/programs/epidemiology,https://www.lunduniversity.edu/graduate-admissions/,MPH,1-2 years,58.5,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 85+. Additional Testing: No additional tests required.","Program Overview: The Epidemiology program at Lund University is a MPH degree program in Public Health. This 1-2 years program is offered at a world-renowned university ranked #74 globally. Tuition and Fees: Free tuition (EU/EEA students), application fees may apply per year. Academic Prerequisites: Undergraduate degree, Mathematics and science foundation, Research interest, Community health awareness. GPA Requirements: Minimum GPA: 3.0/4.0. Admission Statistics: The program receives approximately 2,641 applications annually with an acceptance rate of 58.5%, admitting around 1,544 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Lund_University_logo.png
901,Lund University,74,Sweden,Public Health,Public Health,Environmental Health,https://www.lunduniversity.edu/programs/environmental-health,https://www.lunduniversity.edu/graduate-admissions/,MPH,1-2 years,71.9,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 90+. Additional Testing: GRE General: 307+.","Program Overview: The Environmental Health program at Lund University is a MPH degree program in Public Health. This 1-2 years program is offered at a world-renowned university ranked #74 globally. Tuition and Fees: Free tuition (EU/EEA students), application fees may apply per year. Academic Prerequisites: Science or health-related degree, Statistical knowledge, Research methods, Global health interest. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 4,111 applications annually with an acceptance rate of 71.9%, admitting around 2,955 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Lund_University_logo.png
902,Lund University,74,Sweden,Public Health,Public Health,Global Health,https://www.lunduniversity.edu/programs/global-health,https://www.lunduniversity.edu/graduate-admissions/,DrPH,3-4 years,43.4,成功,"English Language Requirements: IELTS: 7.0+, TOEFL iBT: 94+. Additional Testing: No additional tests required.","Program Overview: The Global Health program at Lund University is a DrPH degree program in Public Health. This 3-4 years program is offered at a world-renowned university ranked #74 globally. Tuition and Fees: Free tuition (EU/EEA students), application fees may apply per year. Academic Prerequisites: Science or health-related degree, Statistical knowledge, Research methods, Global health interest. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 2,867 applications annually with an acceptance rate of 43.4%, admitting around 1,244 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Lund_University_logo.png
903,Lund University,74,Sweden,Public Health,Public Health,Health Policy,https://www.lunduniversity.edu/programs/health-policy,https://www.lunduniversity.edu/graduate-admissions/,PhD,4-5 years,15.5,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 94+. Additional Testing: No additional tests required.","Program Overview: The Health Policy program at Lund University is a PhD degree program in Public Health. This 4-5 years program is offered at a world-renowned university ranked #74 globally. Tuition and Fees: Free tuition (EU/EEA students), application fees may apply per year. Academic Prerequisites: Science or health-related degree, Statistical knowledge, Research methods, Global health interest. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 709 applications annually with an acceptance rate of 15.5%, admitting around 109 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Lund_University_logo.png
904,Lund University,74,Sweden,Business,Business,Marketing,https://www.lunduniversity.edu/programs/marketing,https://www.lunduniversity.edu/graduate-admissions/,MA,2 years,37.8,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 85+. Additional Testing: No additional tests required.","Program Overview: The Marketing program at Lund University is a MA degree program in Business. This 2 years program is offered at a world-renowned university ranked #74 globally. Tuition and Fees: Free tuition (EU/EEA students), application fees may apply per year. Academic Prerequisites: Undergraduate degree, Professional experience preferred, Strong quantitative skills, Leadership experience. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 3,945 applications annually with an acceptance rate of 37.8%, admitting around 1,491 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/Lund_University_logo.png
